stGps.stDate.year,stGps.stDate.month,stGps.stDate.day,stGps.stTime.hour,stGps.stTime.min,stGps.stTime.sec,stGps.fLatitude,stGps.fLongitude,uSpeed,bBrakePressure,wTimeTick
20,10,19,5,39,0,3731.840332,12655.184570,69,0,17011
20,10,19,5,39,0,3731.840332,12655.184570,69,0,17011
20,10,19,5,39,1,3731.847168,12655.195313,67,0,17020
20,10,19,5,39,1,3731.847168,12655.195313,67,0,17020
20,10,19,5,39,2,3731.853516,12655.205078,68,0,17030
20,10,19,5,39,2,3731.853516,12655.205078,68,0,17030
20,10,19,5,39,4,3731.859619,12655.214844,64,0,17039
20,10,19,5,39,4,3731.859619,12655.214844,64,0,17039
20,10,19,5,39,5,3731.871338,12655.233398,63,0,17048
20,10,19,5,39,5,3731.871338,12655.233398,63,0,17048
20,10,19,5,39,5,3731.876953,12655.243164,58,0,17057
20,10,19,5,39,5,3731.876953,12655.243164,58,0,17057
20,10,19,5,39,6,3731.876953,12655.243164,55,0,17066
20,10,19,5,39,6,3731.876953,12655.243164,55,0,17066
20,10,19,5,39,7,3731.882324,12655.250977,53,0,17075
20,10,19,5,39,7,3731.882324,12655.250977,53,0,17075
20,10,19,5,39,9,3731.892090,12655.266602,52,0,17085
20,10,19,5,39,9,3731.892090,12655.266602,52,0,17085
20,10,19,5,39,10,3731.892090,12655.266602,51,0,17093
20,10,19,5,39,10,3731.892090,12655.266602,51,0,17093
20,10,19,5,39,11,3731.901367,12655.280273,50,0,17103
20,10,19,5,39,11,3731.901367,12655.280273,50,0,17103
20,10,19,5,39,12,3731.905762,12655.287109,47,0,17112
20,10,19,5,39,12,3731.905762,12655.287109,47,0,17112
20,10,19,5,39,12,3731.910156,12655.293945,46,0,17120
20,10,19,5,39,12,3731.910156,12655.293945,46,0,17120
20,10,19,5,39,14,3731.914551,12655.299805,45,0,17131
20,10,19,5,39,14,3731.914551,12655.299805,45,0,17131
20,10,19,5,39,15,3731.914551,12655.299805,45,0,17139
20,10,19,5,39,15,3731.914551,12655.299805,45,0,17139
20,10,19,5,39,16,3731.924072,12655.309570,46,0,17148
20,10,19,5,39,16,3731.924072,12655.309570,46,0,17148
20,10,19,5,39,16,3731.924072,12655.309570,48,0,17157
20,10,19,5,39,16,3731.924072,12655.309570,48,0,17157
